r,d,t1,t2,s1,s2,n1,n2
175,6,4,9,6,4,162,355
175,6,9,14,4,24,355,570
175,6,14,20,24,28,570,808
208,7,15,20,8,24,593,804
208,7,20,25,24,1,804,976
209,7,15,20,8,24,593,804
209,7,20,25,24,1,804,976
210,7,15,20,8,24,593,804
210,7,20,25,24,1,804,976
211,7,15,20,8,24,593,804
211,7,20,25,24,1,804,976
211,7,25,28,1,21,976,1113
211,7,28,32,21,5,1113,1253
212,7,15,20,8,24,593,804
212,7,20,25,24,1,804,976
212,7,25,28,1,21,976,1113
212,7,28,32,21,5,1113,1253
213,7,15,20,8,24,593,804
213,7,20,25,24,1,804,976
213,7,25,28,1,21,976,1113
213,7,28,32,21,5,1113,1253
215,7,15,20,8,24,593,804
222,4,16,20,11,35,635,815
222,4,20,24,35,36,815,972
222,4,24,29,36,1,972,1132
223,4,16,20,11,35,635,815
223,4,20,24,35,36,815,972
223,4,24,29,36,1,972,1132
224,4,16,20,11,35,635,815
224,4,20,24,35,36,815,972
224,4,24,29,36,1,972,1132
225,4,16,20,11,35,635,815
225,4,20,24,35,36,815,972
225,4,24,29,36,1,972,1132
226,4,16,20,11,35,635,815
226,4,20,24,35,36,815,972
226,4,24,29,36,1,972,1132
227,4,16,20,11,35,635,815
227,4,20,24,35,36,815,972
227,4,24,29,36,1,972,1132
228,4,16,20,11,35,635,815
228,4,20,24,35,36,815,972
228,4,24,29,36,1,972,1132
229,4,16,20,11,35,635,815
229,4,20,24,35,36,815,972
229,4,24,29,36,1,972,1132
238,4,16,20,11,35,635,815
238,8,20,27,35,30,815,1083
238,8,27,34,30,31,1083,1357
239,4,16,20,11,35,635,815
239,8,20,27,35,30,815,1083
239,8,27,34,30,31,1083,1357
240,4,16,20,11,35,635,815
240,8,20,27,35,30,815,1083
240,8,27,34,30,31,1083,1357
594,2,4,9,20,30,176,381
612,8,8,11,21,1,333,430
613,7,28,32,21,5,1113,1253
614,7,28,32,21,5,1113,1253
623,8,8,11,21,1,333,430
623,5,11,16,1,24,430,648
629,8,8,11,21,1,333,430
629,5,11,16,1,24,430,648
629,5,16,22,24,28,648,886
630,8,8,11,21,1,333,430
630,5,11,16,1,24,430,648
630,5,16,22,24,28,648,886
631,8,8,11,21,1,333,430
631,5,11,16,1,24,430,648
631,5,16,22,24,28,648,886
632,8,8,11,21,1,333,430
632,5,11,16,1,24,430,648
632,5,16,22,24,28,648,886
633,8,8,11,21,1,333,430
633,5,11,16,1,24,430,648
633,5,16,22,24,28,648,886
634,8,8,11,21,1,333,430
634,8,11,16,1,36,430,660
634,8,16,20,36,35,660,815
638,7,20,25,24,1,804,976
639,7,20,25,24,1,804,976
640,0,22,26,24,23,882,1037
640,0,26,30,23,6,1037,1176
642,5,16,22,24,28,648,886
671,2,9,16,30,5,381,629
671,2,16,23,5,35,629,932
671,2,23,27,35,10,932,1063
671,2,27,32,10,2,1063,1250
672,2,9,16,30,5,381,629
672,2,16,23,5,35,629,932
672,2,23,27,35,10,932,1063
672,2,27,32,10,2,1063,1250
673,2,9,16,30,5,381,629
673,2,16,23,5,35,629,932
673,2,23,27,35,10,932,1063
673,2,27,32,10,2,1063,1250
674,2,9,16,30,5,381,629
674,2,16,23,5,35,629,932
674,2,23,27,35,10,932,1063
674,2,27,32,10,2,1063,1250
688,8,27,34,30,31,1083,1357
689,8,27,34,30,31,1083,1357
705,3,64,68,31,20,2527,2672
717,4,20,24,35,36,815,972
717,4,24,29,36,1,972,1132
735,8,16,20,36,35,660,815
735,8,20,27,35,30,815,1083
735,8,27,34,30,31,1083,1357
736,8,16,20,36,35,660,815
736,8,20,27,35,30,815,1083
736,8,27,34,30,31,1083,1357
737,8,16,20,36,35,660,815
737,8,20,27,35,30,815,1083
737,8,27,34,30,31,1083,1357
738,8,16,20,36,35,660,815
738,8,20,27,35,30,815,1083
738,8,27,34,30,31,1083,1357
739,8,16,20,36,35,660,815
739,8,20,27,35,30,815,1083
739,8,27,34,30,31,1083,1357
740,8,16,20,36,35,660,815
740,8,20,27,35,30,815,1083
740,8,27,34,30,31,1083,1357
741,8,16,20,36,35,660,815
741,8,20,27,35,30,815,1083
741,8,27,34,30,31,1083,1357
Matching Rate: 0.14323607427055704
