r,d,t1,t2,s1,s2,n1,n2
594,2,4,9,20,30,176,381
612,5,6,9,21,1,255,352
622,5,6,9,21,1,255,352
622,5,9,14,1,24,352,570
622,4,14,18,24,23,570,725
623,5,6,9,21,1,255,352
623,5,9,14,1,24,352,570
629,5,6,9,21,1,255,352
629,5,9,14,1,24,352,570
629,5,14,20,24,28,570,808
631,5,6,9,21,1,255,352
631,5,9,14,1,24,352,570
631,5,14,20,24,28,570,808
638,4,26,31,24,1,1038,1210
639,4,26,31,24,1,1038,1210
640,0,22,26,24,23,882,1037
640,0,26,30,23,6,1037,1176
642,5,14,20,24,28,570,808
671,2,9,16,30,5,381,629
671,2,16,23,5,35,629,932
671,2,23,27,35,10,932,1063
671,2,27,32,10,2,1063,1250
672,2,9,16,30,5,381,629
672,2,16,23,5,35,629,932
672,2,23,27,35,10,932,1063
672,2,27,32,10,2,1063,1250
673,2,9,16,30,5,381,629
673,2,16,23,5,35,629,932
673,2,23,27,35,10,932,1063
673,2,27,32,10,2,1063,1250
674,2,9,16,30,5,381,629
674,2,16,23,5,35,629,932
674,2,23,27,35,10,932,1063
674,2,27,32,10,2,1063,1250
705,3,64,68,31,20,2527,2672
717,2,23,27,35,10,932,1063
717,6,27,28,10,10,1063,1102
717,6,28,29,10,10,1102,1141
717,6,29,30,10,10,1141,1180
717,6,30,31,10,10,1180,1219
717,6,31,32,10,10,1219,1258
717,6,32,33,10,10,1258,1297
717,6,33,34,10,10,1297,1336
717,6,34,35,10,10,1336,1375
717,6,35,36,10,10,1375,1414
717,6,36,37,10,10,1414,1453
717,2,37,40,10,36,1453,1596
717,2,40,45,36,1,1596,1756
Matching Rate: 0.09946950098101327
