"STATEFP,C,2","COUNTYFP,C,3","TRACTCE,C,6","BLKGRPCE,C,1","GEOID,C,12","NAMELSAD,C,13","MTFCC,C,5","FUNCSTAT,C,1","ALAND,N,14,0","AWATER,N,14,0","INTPTLAT,C,11","INTPTLON,C,12","in_region,N,2,1"
26,163,539200,6,261635392006,Block Group 6,G5030,S,556451,0,+42.4420630,-083.1951779,0
26,163,539300,1,261635393001,Block Group 1,G5030,S,403847,0,+42.4363199,-083.1866124,0
26,163,539300,4,261635393004,Block Group 4,G5030,S,299183,0,+42.4347311,-083.1731222,0
26,163,539500,1,261635395001,Block Group 1,G5030,S,299810,0,+42.4193717,-083.1772978,0
26,163,539500,2,261635395002,Block Group 2,G5030,S,404191,0,+42.4201239,-083.1830441,0
26,163,539700,1,261635397001,Block Group 1,G5030,S,379945,0,+42.4369855,-083.1969372,0
26,163,539500,4,261635395004,Block Group 4,G5030,S,598244,0,+42.4195858,-083.1948042,0
26,163,539600,3,261635396003,Block Group 3,G5030,S,333471,0,+42.4270390,-083.1923516,0
26,163,539600,1,261635396001,Block Group 1,G5030,S,322633,0,+42.4268560,-083.1973016,0
26,163,535100,1,261635351001,Block Group 1,G5030,S,324513,0,+42.3695675,-083.1704917,0
26,017,285201,3,260172852013,Block Group 3,G5030,S,8698103,0,+43.5903509,-083.8216203,0
26,163,534500,2,261635345002,Block Group 2,G5030,S,875060,0,+42.3648450,-083.1464244,0
26,163,534600,1,261635346001,Block Group 1,G5030,S,212051,0,+42.3555881,-083.1446475,0
26,163,534700,2,261635347002,Block Group 2,G5030,S,173621,0,+42.3529969,-083.1536372,0
26,163,534700,3,261635347003,Block Group 3,G5030,S,213438,0,+42.3565539,-083.1553626,0
26,163,534700,4,261635347004,Block Group 4,G5030,S,553683,0,+42.3626322,-083.1539321,0
26,163,535000,1,261635350001,Block Group 1,G5030,S,317207,0,+42.3548573,-083.1797228,0
26,163,535100,2,261635351002,Block Group 2,G5030,S,646297,0,+42.3694339,-083.1778189,0
26,163,535200,1,261635352001,Block Group 1,G5030,S,439359,0,+42.3779506,-083.1732443,0
26,163,535300,3,261635353003,Block Group 3,G5030,S,215876,0,+42.3690043,-083.1957728,0
26,163,535200,2,261635352002,Block Group 2,G5030,S,214687,0,+42.3743205,-083.1731249,0
26,163,535200,3,261635352003,Block Group 3,G5030,S,328495,0,+42.3765851,-083.1806048,0
26,163,535200,4,261635352004,Block Group 4,G5030,S,421609,0,+42.3820449,-083.1747037,0
26,163,535400,1,261635354001,Block Group 1,G5030,S,769828,0,+42.3626034,-083.1890379,0
26,163,535500,3,261635355003,Block Group 3,G5030,S,415797,0,+42.3535220,-083.1867636,0
26,163,536100,2,261635361002,Block Group 2,G5030,S,202229,0,+42.4109734,-083.1555240,0
26,145,001800,3,261450018003,Block Group 3,G5030,S,220429,0,+43.4346978,-083.9572523,0
26,145,001800,2,261450018002,Block Group 2,G5030,S,330477,0,+43.4309658,-083.9567548,0
26,145,001900,1,261450019001,Block Group 1,G5030,S,912485,90565,+43.4402557,-083.9475143,0
26,031,990000,0,260319900000,Block Group 0,G5030,S,0,194043475,+45.6754625,-084.3315470,0
26,037,010801,3,260370108013,Block Group 3,G5030,S,694430,0,+43.0037561,-084.5631047,0
26,163,535500,1,261635355001,Block Group 1,G5030,S,239011,0,+42.3533845,-083.1940714,0
26,163,535500,2,261635355002,Block Group 2,G5030,S,323168,0,+42.3570945,-083.1894943,0
26,163,535600,4,261635356004,Block Group 4,G5030,S,431557,0,+42.3564081,-083.1627279,0
26,163,535700,1,261635357001,Block Group 1,G5030,S,410982,0,+42.3624751,-083.1611426,0
26,163,535700,2,261635357002,Block Group 2,G5030,S,239234,0,+42.3624101,-083.1660253,0
26,163,536100,1,261635361001,Block Group 1,G5030,S,403567,0,+42.4134671,-083.1480345,0
26,163,536100,3,261635361003,Block Group 3,G5030,S,402585,0,+42.4146051,-083.1556448,0
26,163,536300,1,261635363001,Block Group 1,G5030,S,206874,0,+42.4079722,-083.1435887,0
26,163,536300,2,261635363002,Block Group 2,G5030,S,167850,0,+42.4061088,-083.1429170,0
26,163,536300,3,261635363003,Block Group 3,G5030,S,213012,0,+42.4074652,-083.1510650,0
26,163,536300,4,261635363004,Block Group 4,G5030,S,145967,0,+42.4071874,-083.1549457,0
26,163,536300,5,261635363005,Block Group 5,G5030,S,142768,0,+42.4073299,-083.1582310,0
26,163,536300,6,261635363006,Block Group 6,G5030,S,408051,0,+42.4037351,-083.1501242,0
26,055,550101,1,260555501011,Block Group 1,G5030,S,42699624,171980,+44.7182187,-085.4537377,0
26,163,536400,1,261635364001,Block Group 1,G5030,S,241939,0,+42.3978143,-083.1506373,0
26,163,536400,3,261635364003,Block Group 3,G5030,S,403510,0,+42.4014510,-083.1499185,0
26,163,536500,1,261635365001,Block Group 1,G5030,S,601662,0,+42.3918453,-083.1456771,0
26,083,980100,1,260839801001,Block Group 1,G5030,S,534128169,1965977139,+48.0011521,-088.8610444,0
26,149,040200,2,261490402002,Block Group 2,G5030,S,1698934,147116,+41.9372100,-085.6180010,0
26,149,040300,1,261490403001,Block Group 1,G5030,S,2219213,46630,+41.9438101,-085.6456462,0
26,149,040300,2,261490403002,Block Group 2,G5030,S,7646259,1131371,+41.9036629,-085.6469518,0
26,163,513600,1,261635136001,Block Group 1,G5030,S,512760,0,+42.3674105,-082.9766544,0
26,163,513900,1,261635139001,Block Group 1,G5030,S,468700,0,+42.3742858,-082.9788370,0
26,163,513900,2,261635139002,Block Group 2,G5030,S,467889,0,+42.3719602,-082.9844559,0
26,163,514100,2,261635141002,Block Group 2,G5030,S,295390,0,+42.3818652,-082.9911962,0
26,075,006200,3,260750062003,Block Group 3,G5030,S,28737153,1051783,+42.1562852,-084.2936367,0
26,075,005100,3,260750051003,Block Group 3,G5030,S,2210937,0,+42.1841758,-084.3884381,0
26,085,961300,3,260859613003,Block Group 3,G5030,S,262107982,720108,+44.0477723,-085.7676675,0
26,163,516400,1,261635164001,Block Group 1,G5030,S,471915,0,+42.3484940,-083.0071515,0
26,085,960100,1,260859601001,Block Group 1,G5030,S,145029432,1681220,+44.0840713,-085.8735766,0
26,085,961100,1,260859611001,Block Group 1,G5030,S,107077058,326657,+43.8653399,-085.6170274,0
26,163,533900,2,261635339002,Block Group 2,G5030,S,107842,0,+42.3725432,-083.0837873,0
26,163,532600,1,261635326001,Block Group 1,G5030,S,206416,0,+42.3713992,-083.0901350,0
26,163,532700,1,261635327001,Block Group 1,G5030,S,414738,0,+42.3757187,-083.0914623,0
26,163,533000,1,261635330001,Block Group 1,G5030,S,304424,0,+42.3665453,-083.0949305,0
26,163,514300,1,261635143001,Block Group 1,G5030,S,924977,0,+42.3906584,-082.9872595,0
26,163,514300,2,261635143002,Block Group 2,G5030,S,546831,0,+42.3879243,-082.9957510,0
26,163,516200,1,261635162001,Block Group 1,G5030,S,243672,0,+42.3683237,-083.0184084,0
26,163,516200,2,261635162002,Block Group 2,G5030,S,321541,0,+42.3645129,-083.0193412,0
26,163,516300,1,261635163001,Block Group 1,G5030,S,619159,0,+42.3595713,-083.0152242,0
26,163,516500,1,261635165001,Block Group 1,G5030,S,1338856,1045874,+42.3373711,-083.0153019,0
26,163,516600,1,261635166001,Block Group 1,G5030,S,206202,0,+42.3385994,-083.0266040,0
26,163,516800,1,261635168001,Block Group 1,G5030,S,608899,0,+42.3538536,-083.0261015,0
26,163,516900,1,261635169001,Block Group 1,G5030,S,615144,0,+42.3446547,-083.0302450,0
26,049,003100,1,260490031001,Block Group 1,G5030,S,521172,0,+43.0070111,-083.6394058,0
26,049,010305,5,260490103055,Block Group 5,G5030,S,674513,0,+43.0945472,-083.6983802,0
26,049,011210,2,260490112102,Block Group 2,G5030,S,733722,0,+42.9203103,-083.6377307,0
26,049,010503,3,260490105033,Block Group 3,G5030,S,5286044,50416,+43.0833216,-083.7877371,0
26,049,011711,3,260490117113,Block Group 3,G5030,S,548475,0,+43.0229967,-083.5124675,0
26,049,002200,4,260490022004,Block Group 4,G5030,S,235919,0,+43.0356773,-083.6677690,0
26,049,003500,3,260490035003,Block Group 3,G5030,S,504219,0,+42.9855149,-083.6571405,0
26,049,010813,1,260490108131,Block Group 1,G5030,S,3779118,22592,+43.0110682,-083.7948753,0
26,049,003700,1,260490037001,Block Group 1,G5030,S,226920,0,+43.0034586,-083.7131790,0
26,049,012201,1,260490122011,Block Group 1,G5030,S,2856788,14270,+43.1290145,-083.6660149,0
26,049,013110,1,260490131101,Block Group 1,G5030,S,12508711,66105,+42.8467709,-083.7971846,0
26,145,002000,3,261450020003,Block Group 3,G5030,S,303513,0,+43.4352929,-083.9717602,0
26,049,001000,2,260490010002,Block Group 2,G5030,S,419858,0,+43.0412911,-083.7089397,0
26,163,517200,1,261635172001,Block Group 1,G5030,S,916028,447536,+42.3309267,-083.0365924,0
26,163,522500,1,261635225001,Block Group 1,G5030,S,474634,0,+42.3400508,-083.0633204,0
26,163,522500,2,261635225002,Block Group 2,G5030,S,239535,0,+42.3440467,-083.0590679,0
26,163,520700,2,261635207002,Block Group 2,G5030,S,174174,0,+42.3334438,-083.0506762,0
26,075,000800,4,260750008004,Block Group 4,G5030,S,1171029,152275,+42.2314310,-084.4256678,0
26,075,005301,2,260750053012,Block Group 2,G5030,S,1636675,0,+42.2395971,-084.4394221,0
26,145,002000,1,261450020001,Block Group 1,G5030,S,350707,0,+43.4404628,-083.9638476,0
26,145,002000,4,261450020004,Block Group 4,G5030,S,474080,0,+43.4405865,-083.9710358,0
26,145,002100,1,261450021001,Block Group 1,G5030,S,505104,0,+43.4402002,-083.9793353,0
26,049,003700,4,260490037004,Block Group 4,G5030,S,275865,0,+43.0013517,-083.7189497,0
26,121,001700,3,261210017003,Block Group 3,G5030,S,2626547,329473,+43.2675603,-086.2726559,0
26,121,001300,3,261210013003,Block Group 3,G5030,S,579289,0,+43.2086206,-086.2351935,0
26,145,002100,3,261450021003,Block Group 3,G5030,S,844639,0,+43.4282371,-083.9910657,0
26,163,594500,1,261635945001,Block Group 1,G5030,S,818917,0,+42.1311437,-083.2064156,0
26,163,595100,1,261635951001,Block Group 1,G5030,S,575895,0,+42.1813483,-083.1940809,0
26,163,596100,1,261635961001,Block Group 1,G5030,S,2476476,805159,+42.1221395,-083.1677055,0
26,163,500100,2,261635001002,Block Group 2,G5030,S,290456,0,+42.4435930,-082.9487847,0
26,163,500100,3,261635001003,Block Group 3,G5030,S,230980,0,+42.4384492,-082.9535008,0
26,163,500100,4,261635001004,Block Group 4,G5030,S,206376,0,+42.4433528,-082.9535775,0
26,149,041000,1,261490410001,Block Group 1,G5030,S,72486459,1140161,+42.0134953,-085.3469765,0
26,149,041000,2,261490410002,Block Group 2,G5030,S,38283028,1833097,+42.0548415,-085.4649770,0
26,049,002300,3,260490023003,Block Group 3,G5030,S,332867,0,+43.0377178,-083.6602399,0
26,049,011211,3,260490112113,Block Group 3,G5030,S,857473,0,+42.9398864,-083.6570651,0
26,049,011010,2,260490110102,Block Group 2,G5030,S,1634362,39371,+42.9669740,-083.7173603,0
26,049,010810,4,260490108104,Block Group 4,G5030,S,3946057,2017,+43.0264360,-083.7948055,0
26,049,012702,5,260490127025,Block Group 5,G5030,S,953313,0,+42.9500722,-083.8572610,0
26,049,013301,1,260490133011,Block Group 1,G5030,S,4333183,198778,+42.8617848,-083.7130557,0
26,049,000900,1,260490009001,Block Group 1,G5030,S,396785,0,+43.0423547,-083.7303632,0
26,049,001300,3,260490013003,Block Group 3,G5030,S,260960,0,+43.0247441,-083.7225320,0
26,043,950300,1,260439503001,Block Group 1,G5030,S,16826563,112488,+45.8057650,-087.9164601,0
26,043,950100,1,260439501001,Block Group 1,G5030,S,746889478,9619223,+46.1056694,-087.7724228,0
26,067,032100,2,260670321002,Block Group 2,G5030,S,11835738,662305,+42.9656756,-085.1207510,0
26,043,950100,2,260439501002,Block Group 2,G5030,S,379273403,5912211,+46.1318834,-088.0476109,0
26,025,002300,2,260250023002,Block Group 2,G5030,S,21354506,657140,+42.3990758,-085.1525948,0
26,049,012402,3,260490124023,Block Group 3,G5030,S,2281517,242685,+43.1653264,-083.5253049,0
26,049,012904,3,260490129043,Block Group 3,G5030,S,10584301,14844,+42.9504085,-083.7913189,0
26,049,000400,3,260490004003,Block Group 3,G5030,S,581679,0,+43.0638214,-083.6996828,0
26,163,507100,4,261635071004,Block Group 4,G5030,S,379314,0,+42.4265371,-083.0749405,0
26,163,507000,2,261635070002,Block Group 2,G5030,S,489189,0,+42.4297749,-083.0623951,0
26,163,507000,3,261635070003,Block Group 3,G5030,S,337239,0,+42.4295967,-083.0686286,0
26,163,507100,1,261635071001,Block Group 1,G5030,S,211730,0,+42.4303727,-083.0744385,0
26,163,507100,2,261635071002,Block Group 2,G5030,S,243075,0,+42.4306041,-083.0799132,0
26,163,507200,1,261635072001,Block Group 1,G5030,S,225608,0,+42.4209158,-083.0798106,0
26,163,507300,2,261635073002,Block Group 2,G5030,S,284004,0,+42.4303201,-083.0910277,0
26,163,507400,3,261635074003,Block Group 3,G5030,S,248813,0,+42.4375281,-083.0800326,0
26,163,507400,1,261635074001,Block Group 1,G5030,S,247293,0,+42.4341219,-083.0799191,0
26,163,507500,2,261635075002,Block Group 2,G5030,S,251183,0,+42.4424218,-083.0872426,0
26,163,518000,1,261635180001,Block Group 1,G5030,S,362750,0,+42.3611609,-083.0643244,0
26,163,517300,1,261635173001,Block Group 1,G5030,S,461248,0,+42.3449150,-083.0528131,0
26,163,517500,1,261635175001,Block Group 1,G5030,S,270290,0,+42.3576975,-083.0556663,0
26,163,517500,2,261635175002,Block Group 2,G5030,S,379572,0,+42.3536600,-083.0597109,0
26,155,030100,3,261550301003,Block Group 3,G5030,S,16056736,68446,+43.1249723,-083.9565923,0
26,057,000700,2,260570007002,Block Group 2,G5030,S,80222566,11144,+43.4234818,-084.4199621,0
26,057,000600,3,260570006003,Block Group 3,G5030,S,2525151,77481,+43.3605923,-084.6514140,0
26,149,041000,3,261490410003,Block Group 3,G5030,S,31306908,851878,+42.0102265,-085.4758758,0
26,103,000700,2,261030007002,Block Group 2,G5030,S,772783,0,+46.5525422,-087.4228431,0
26,149,041101,3,261490411013,Block Group 3,G5030,S,9679919,487806,+41.8201455,-085.6890804,0
26,165,380800,3,261653808003,Block Group 3,G5030,S,3400338,1231683,+44.2288265,-085.4289250,0
26,163,500300,2,261635003002,Block Group 2,G5030,S,321801,0,+42.4362970,-082.9654805,0
26,125,126300,1,261251263001,Block Group 1,G5030,S,3735621,66294,+42.7546760,-083.4837460,0
26,137,950300,3,261379503003,Block Group 3,G5030,S,706277,0,+45.0273344,-084.6730253,0
26,081,014502,1,260810145021,Block Group 1,G5030,S,2577683,2808,+42.8809118,-085.7117133,0
26,081,014701,1,260810147011,Block Group 1,G5030,S,451332,0,+42.8489985,-085.6717188,0
26,143,970200,1,261439702001,Block Group 1,G5030,S,3365198,308224,+44.3549483,-084.4369041,0
26,137,950100,2,261379501002,Block Group 2,G5030,S,202347434,917345,+45.0529271,-084.4736779,0
26,121,004200,3,261210042003,Block Group 3,G5030,S,405982,0,+43.2322589,-086.2470177,0
26,149,041200,1,261490412001,Block Group 1,G5030,S,27751105,2236172,+41.9477201,-085.5569979,0
26,149,041200,2,261490412002,Block Group 2,G5030,S,53618325,1143255,+41.9029191,-085.5768142,0
26,149,041200,3,261490412003,Block Group 3,G5030,S,59356042,1246500,+41.8452639,-085.5918645,0
26,149,041300,1,261490413001,Block Group 1,G5030,S,45547104,1736946,+41.9588755,-085.4632398,0
26,149,041300,3,261490413003,Block Group 3,G5030,S,29520268,4205992,+41.9123493,-085.4629504,0
26,103,000700,1,261030007001,Block Group 1,G5030,S,512076,0,+46.5512012,-087.4149785,0
26,163,518600,2,261635186002,Block Group 2,G5030,S,352693,0,+42.3623400,-083.0284242,0
26,163,520200,1,261635202001,Block Group 1,G5030,S,218278,0,+42.3541370,-083.0682606,0
26,163,520300,2,261635203002,Block Group 2,G5030,S,216364,0,+42.3477294,-083.0614911,0
26,145,001700,1,261450017001,Block Group 1,G5030,S,593905,124775,+43.4200492,-083.9597160,0
26,145,001800,1,261450018001,Block Group 1,G5030,S,1358622,148275,+43.4290817,-083.9507223,0
26,163,555600,2,261635556002,Block Group 2,G5030,S,769357,0,+42.3588166,-083.3062278,0
26,163,570200,3,261635702003,Block Group 3,G5030,S,1061071,1610,+42.2975798,-083.3050293,0
26,163,572400,2,261635724002,Block Group 2,G5030,S,707159,0,+42.2893864,-083.2878274,0
26,149,040500,2,261490405002,Block Group 2,G5030,S,3593843,0,+41.7912900,-085.3984129,0
26,149,040500,3,261490405003,Block Group 3,G5030,S,2346262,0,+41.7806361,-085.4133399,0
26,149,040600,1,261490406001,Block Group 1,G5030,S,4913214,182,+41.7832435,-085.4374920,0
26,149,040700,1,261490407001,Block Group 1,G5030,S,8829206,433188,+41.8140904,-085.4370741,0
26,149,040700,3,261490407003,Block Group 3,G5030,S,880423,0,+41.8015234,-085.4249842,0
26,149,040800,1,261490408001,Block Group 1,G5030,S,3704281,0,+41.8170927,-085.4040598,0
26,149,040800,2,261490408002,Block Group 2,G5030,S,1668075,0,+41.8059952,-085.3996901,0
26,149,040900,1,261490409001,Block Group 1,G5030,S,74980452,928009,+42.0384946,-085.7144214,0
26,057,000800,2,260570008002,Block Group 2,G5030,S,15232133,75748,+43.1875349,-084.6957135,0
26,057,000700,4,260570007004,Block Group 4,G5030,S,10209498,14489,+43.4224679,-084.4593563,0
26,057,000500,4,260570005004,Block Group 4,G5030,S,576891,0,+43.3822466,-084.6619594,0
26,115,831800,2,261158318002,Block Group 2,G5030,S,720929,35383,+41.9038774,-083.3898492,0
26,115,831900,1,261158319001,Block Group 1,G5030,S,342795,46036,+41.9125439,-083.3885074,0
26,115,831200,3,261158312003,Block Group 3,G5030,S,24273905,236254,+41.9644885,-083.3006072,0
26,163,531600,2,261635316002,Block Group 2,G5030,S,215670,0,+42.3931414,-083.1310048,0
26,163,531700,1,261635317001,Block Group 1,G5030,S,232661,0,+42.3958091,-083.1183969,0
26,163,533200,1,261635332001,Block Group 1,G5030,S,194758,0,+42.3688046,-083.1108942,0
26,163,533200,2,261635332002,Block Group 2,G5030,S,232694,0,+42.3676689,-083.1138949,0
26,163,533000,2,261635330002,Block Group 2,G5030,S,439140,0,+42.3648226,-083.0995630,0
26,163,533100,1,261635331001,Block Group 1,G5030,S,244784,0,+42.3729205,-083.0991295,0
26,163,533100,2,261635331002,Block Group 2,G5030,S,170618,0,+42.3718094,-083.1023537,0
26,163,511200,1,261635112001,Block Group 1,G5030,S,1174170,0,+42.3756536,-083.0650167,0
26,163,511200,2,261635112002,Block Group 2,G5030,S,168466,0,+42.3814870,-083.0716199,0
26,163,511400,3,261635114003,Block Group 3,G5030,S,189510,0,+42.3939430,-083.0817738,0
26,163,511400,4,261635114004,Block Group 4,G5030,S,181600,0,+42.3912221,-083.0798865,0
26,163,512100,4,261635121004,Block Group 4,G5030,S,231619,0,+42.4024107,-082.9624322,0
26,163,512100,5,261635121005,Block Group 5,G5030,S,289757,0,+42.3983700,-082.9589519,0
26,163,512100,1,261635121001,Block Group 1,G5030,S,177586,0,+42.3969142,-082.9632648,0
26,149,040400,1,261490404001,Block Group 1,G5030,S,2766588,273950,+41.9638223,-085.6151430,0
26,149,040100,3,261490401003,Block Group 3,G5030,S,920617,20458,+41.9505979,-085.6314952,0
26,149,041300,2,261490413002,Block Group 2,G5030,S,18583953,689142,+41.9299289,-085.4951565,0
26,149,041101,4,261490411014,Block Group 4,G5030,S,7370667,203728,+41.8303977,-085.6496820,0
26,149,040200,1,261490402001,Block Group 1,G5030,S,2748207,274285,+41.9181866,-085.6300689,0
26,149,041102,1,261490411021,Block Group 1,G5030,S,28648294,1611813,+41.9598183,-085.6765452,0
26,149,040100,1,261490401001,Block Group 1,G5030,S,4218423,172672,+41.9654723,-085.6420204,0
26,149,040100,2,261490401002,Block Group 2,G5030,S,8715955,149431,+41.9778888,-085.6220753,0
26,149,040700,2,261490407002,Block Group 2,G5030,S,470451,0,+41.8071701,-085.4178727,0
26,149,041600,2,261490416002,Block Group 2,G5030,S,26918468,181829,+41.8580480,-085.3215159,0
26,149,040800,3,261490408003,Block Group 3,G5030,S,452648,0,+41.8040282,-085.4125665,0
26,149,041400,1,261490414001,Block Group 1,G5030,S,22370618,989650,+41.7794804,-085.7373898,0
26,149,040500,1,261490405001,Block Group 1,G5030,S,428031,0,+41.7980110,-085.4107350,0
26,163,500200,1,261635002001,Block Group 1,G5030,S,243420,0,+42.4481987,-082.9598870,0
26,163,500200,2,261635002002,Block Group 2,G5030,S,243113,0,+42.4445962,-082.9597350,0
26,163,500200,3,261635002003,Block Group 3,G5030,S,211543,0,+42.4439389,-082.9676482,0
26,163,500200,4,261635002004,Block Group 4,G5030,S,241702,0,+42.4474175,-082.9665867,0
26,163,500300,1,261635003001,Block Group 1,G5030,S,405286,0,+42.4403505,-082.9611613,0
26,163,500300,3,261635003003,Block Group 3,G5030,S,312836,0,+42.4372745,-082.9720367,0
26,163,500400,1,261635004001,Block Group 1,G5030,S,128170,0,+42.4329846,-082.9771457,0
26,163,500400,2,261635004002,Block Group 2,G5030,S,142367,0,+42.4298580,-082.9777723,0
26,163,500500,1,261635005001,Block Group 1,G5030,S,293347,0,+42.4241540,-082.9635139,0
26,163,500600,2,261635006002,Block Group 2,G5030,S,244385,0,+42.4290261,-082.9641147,0
26,163,500500,2,261635005002,Block Group 2,G5030,S,161709,0,+42.4219080,-082.9712017,0
26,163,500500,4,261635005004,Block Group 4,G5030,S,179217,0,+42.4250879,-082.9725502,0
26,163,500600,1,261635006001,Block Group 1,G5030,S,385254,0,+42.4324215,-082.9576970,0
26,163,500600,3,261635006003,Block Group 3,G5030,S,238506,0,+42.4288762,-082.9714336,0
26,163,500600,4,261635006004,Block Group 4,G5030,S,206561,0,+42.4329630,-082.9628984,0
26,163,500700,1,261635007001,Block Group 1,G5030,S,252991,0,+42.4272318,-082.9415531,0
26,163,500700,2,261635007002,Block Group 2,G5030,S,265431,0,+42.4285176,-082.9446483,0
26,163,501400,3,261635014003,Block Group 3,G5030,S,338879,0,+42.4052023,-082.9371469,0
26,163,500800,2,261635008002,Block Group 2,G5030,S,317284,0,+42.4256592,-082.9382376,0
26,149,040400,2,261490404002,Block Group 2,G5030,S,10657022,767825,+41.9588919,-085.5933364,0
26,149,040900,2,261490409002,Block Group 2,G5030,S,36115532,391213,+42.0311513,-085.6403602,0
26,149,040900,3,261490409003,Block Group 3,G5030,S,69750647,778926,+42.0214485,-085.5570569,0
26,103,002900,1,261030029001,Block Group 1,G5030,S,3591639,36297,+46.5561255,-087.4412397,0
26,149,040900,4,261490409004,Block Group 4,G5030,S,5001519,1461890,+41.9867015,-085.5836498,0
26,107,960700,2,261079607002,Block Group 2,G5030,S,5066749,269043,+43.6709753,-085.4732630,0
26,155,031302,3,261550313023,Block Group 3,G5030,S,21638425,558817,+42.8856981,-084.0784496,0
26,163,500900,2,261635009002,Block Group 2,G5030,S,274781,0,+42.4215399,-082.9457549,0
26,163,500900,3,261635009003,Block Group 3,G5030,S,220834,0,+42.4234930,-082.9505191,0
26,163,500900,4,261635009004,Block Group 4,G5030,S,322754,0,+42.4256494,-082.9557494,0
26,163,501000,1,261635010001,Block Group 1,G5030,S,313912,0,+42.4189013,-082.9520536,0
26,163,501100,1,261635011001,Block Group 1,G5030,S,236772,0,+42.4157893,-082.9562981,0
26,163,501100,2,261635011002,Block Group 2,G5030,S,231987,0,+42.4116596,-082.9588089,0
26,163,501100,4,261635011004,Block Group 4,G5030,S,249739,0,+42.4124320,-082.9628973,0
26,163,501300,3,261635013003,Block Group 3,G5030,S,217326,0,+42.4025928,-082.9449283,0
26,163,501300,4,261635013004,Block Group 4,G5030,S,195396,0,+42.4012459,-082.9562794,0
26,163,501300,1,261635013001,Block Group 1,G5030,S,206355,0,+42.4040989,-082.9547090,0
26,163,501400,2,261635014002,Block Group 2,G5030,S,237523,0,+42.4094136,-082.9346757,0
26,163,501500,3,261635015003,Block Group 3,G5030,S,294215,0,+42.4226840,-082.9240455,0
26,163,501500,2,261635015002,Block Group 2,G5030,S,117657,0,+42.4215939,-082.9293302,0
26,163,504900,4,261635049004,Block Group 4,G5030,S,1204892,0,+42.4264199,-083.0169402,0
26,025,000800,1,260250008001,Block Group 1,G5030,S,1223921,143181,+42.3320450,-085.1518596,0
26,039,960500,2,260399605002,Block Group 2,G5030,S,115084408,204757,+44.5673383,-084.6269212,0
26,061,000200,1,260610002001,Block Group 1,G5030,S,8794548,3501,+47.2339865,-088.4161680,0
26,061,000200,4,260610002004,Block Group 4,G5030,S,375846,0,+47.2324441,-088.4443477,0
26,061,000300,3,260610003003,Block Group 3,G5030,S,2766603,36824,+47.2341469,-088.4567213,0
26,061,000300,1,260610003001,Block Group 1,G5030,S,12665099,41536,+47.2323849,-088.5046938,0
26,149,041300,4,261490413004,Block Group 4,G5030,S,43088318,2098646,+41.9634441,-085.3617633,0
26,149,041300,5,261490413005,Block Group 5,G5030,S,7440665,7234,+41.9434599,-085.3015459,0
26,149,041300,6,261490413006,Block Group 6,G5030,S,3201063,2077357,+41.9387713,-085.3229714,0
26,149,041300,7,261490413007,Block Group 7,G5030,S,38458559,1259888,+41.9143560,-085.3711237,0
26,149,041400,2,261490414002,Block Group 2,G5030,S,32031081,623086,+41.7762387,-085.6914851,0
26,149,041400,3,261490414003,Block Group 3,G5030,S,18514555,643942,+41.7963449,-085.6127714,0
26,147,644000,1,261476440001,Block Group 1,G5030,S,567852,484174,+42.7243522,-082.4898808,0
26,147,623000,2,261476230002,Block Group 2,G5030,S,282683,0,+42.9801531,-082.4425722,0
26,147,637200,1,261476372001,Block Group 1,G5030,S,942005,0,+42.9116631,-082.4856821,0
26,147,641000,2,261476410002,Block Group 2,G5030,S,52069998,22589,+42.7551917,-082.5592708,0
26,147,634600,1,261476346001,Block Group 1,G5030,S,17382665,116940,+42.9234506,-082.5308442,0
26,147,635000,3,261476350003,Block Group 3,G5030,S,4377727,339568,+43.0055244,-082.4693295,0
26,147,635000,1,261476350001,Block Group 1,G5030,S,3566955,111514,+43.0027256,-082.5019255,0
26,147,635000,4,261476350004,Block Group 4,G5030,S,3440000,8712,+42.9901290,-082.4755350,0
26,101,000100,4,261010001004,Block Group 4,G5030,S,92852536,212337,+44.4708601,-085.8749063,0
26,101,000400,2,261010004002,Block Group 2,G5030,S,63762065,1665337,+44.3015933,-086.2234199,0
26,163,501500,1,261635015001,Block Group 1,G5030,S,279273,0,+42.4175158,-082.9257760,0
26,163,501500,4,261635015004,Block Group 4,G5030,S,349004,0,+42.4186155,-082.9200677,0
26,163,501600,1,261635016001,Block Group 1,G5030,S,619979,0,+42.4105594,-082.9257832,0
26,163,501600,2,261635016002,Block Group 2,G5030,S,598701,0,+42.4154127,-082.9154630,0
26,163,501700,1,261635017001,Block Group 1,G5030,S,559997,0,+42.4018067,-082.9241218,0
26,101,990000,0,261019900000,Block Group 0,G5030,S,0,1849203303,+44.3503165,-086.6051336,0
26,101,000100,2,261010001002,Block Group 2,G5030,S,102156015,448712,+44.4774795,-086.0495129,0
26,101,000300,1,261010003001,Block Group 1,G5030,S,27001651,12998300,+44.3841644,-086.2253758,0
26,101,000200,2,261010002002,Block Group 2,G5030,S,18068596,7585828,+44.4481156,-086.1517225,0
26,163,501700,2,261635017002,Block Group 2,G5030,S,639564,0,+42.4063749,-082.9188172,0
26,163,501800,2,261635018002,Block Group 2,G5030,S,314381,0,+42.4006144,-082.9365278,0
26,163,501800,4,261635018004,Block Group 4,G5030,S,400643,0,+42.3970274,-082.9272381,0
26,163,501900,2,261635019002,Block Group 2,G5030,S,158774,0,+42.3940805,-082.9375559,0
